reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.01,111
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.025,120
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.05,129
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.1,139
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.15000000000000002,147
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.2,153
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.25,159
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.3,164
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.35000000000000003,168
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.4,173
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.45,178
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.5,182
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.55,187
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.6000000000000001,192
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.6500000000000001,197
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.7000000000000001,202
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.7500000000000001,208
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.8,215
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.8500000000000001,224
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.9000000000000001,235
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.9500000000000001,251
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.975,267
2024-01-27,wk inc flu hosp,0,2024-01-27,01,quantile,0.99,286
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.01,89
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.025,101
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.05,112
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.1,126
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.15000000000000002,136
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.2,144
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.25,152
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.3,158
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.35000000000000003,165
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.4,172
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.45,178
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.5,184
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.55,191
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.6000000000000001,198
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.6500000000000001,206
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.7000000000000001,214
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.7500000000000001,223
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.8,233
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.8500000000000001,246
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.9000000000000001,263
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.9500000000000001,289
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.975,314
2024-01-27,wk inc flu hosp,1,2024-02-03,01,quantile,0.99,345
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.01,75
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.025,88
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.05,101
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.1,116
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.15000000000000002,128
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.2,138
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.25,147
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.3,155
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.35000000000000003,163
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.4,171
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.45,179
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.5,187
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.55,195
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.6000000000000001,204
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.6500000000000001,213
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.7000000000000001,223
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.7500000000000001,235
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.8,248
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.8500000000000001,265
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.9000000000000001,287
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.9500000000000001,322
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.975,356
2024-01-27,wk inc flu hosp,2,2024-02-10,01,quantile,0.99,398
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.01,64
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.025,78
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.05,92
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.1,109
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.15000000000000002,122
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.2,133
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.25,143
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.3,152
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.35000000000000003,162
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.4,171
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.45,180
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.5,189
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.55,199
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.6000000000000001,209
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.6500000000000001,220
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.7000000000000001,232
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.7500000000000001,246
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.8,262
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.8500000000000001,282
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.9000000000000001,309
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.9500000000000001,353
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.975,395
2024-01-27,wk inc flu hosp,3,2024-02-17,01,quantile,0.99,450
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.01,1
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.025,2
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.05,3
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.1,4
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.15000000000000002,5
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.2,5
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.25,6
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.3,6
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.35000000000000003,7
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.4,7
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.45,8
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.5,8
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.55,9
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.6000000000000001,10
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.6500000000000001,10
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.7000000000000001,11
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.7500000000000001,12
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.8,12
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.8500000000000001,13
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.9000000000000001,15
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.9500000000000001,17
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.975,19
2024-01-27,wk inc flu hosp,0,2024-01-27,02,quantile,0.99,22
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.01,0
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.025,0
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.05,1
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.1,2
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.15000000000000002,3
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.2,4
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.25,5
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.3,6
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.35000000000000003,6
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.4,7
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.45,8
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.5,8
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.55,9
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.6000000000000001,10
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.6500000000000001,11
2024-01-27,wk inc flu hosp,1,2024-02-03,02,quantile,0.7000000000000001,12
