reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.01,145
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.025,155
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.05,164
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.1,175
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.15000000000000002,183
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.2,189
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.25,195
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.3,200
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.35000000000000003,205
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.4,209
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.45,214
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.5,218
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.55,223
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.6000000000000001,228
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.6500000000000001,233
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.7000000000000001,239
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.7500000000000001,245
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.8,252
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.8500000000000001,260
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.9000000000000001,270
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.9500000000000001,287
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.975,302
2024-01-20,wk inc flu hosp,0,2024-01-20,01,quantile,0.99,320
2024-01-20,wk inc flu hosp,1,2024-01-27,01,quantile,0.01,104
2024-01-20,wk inc flu hosp,1,2024-01-27,01,quantile,0.025,115
2024-01-20,wk inc flu hosp,1,2024-01-27,01,quantile,0.05,125
2024-01-20,wk inc flu hosp,1,2024-01-27,01,quantile,0.1,138
2024-01-20,wk inc flu hosp,1,2024-01-27,01,quantile,0.15000000000000002,148
