reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.01,79
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.025,87
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.05,96
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.1,105
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.15000000000000002,112
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.2,118
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.25,123
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.3,128
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.35000000000000003,133
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.4,137
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.45,141
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.5,146
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.55,150
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.6000000000000001,155
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.6500000000000001,160
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.7000000000000001,165
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.7500000000000001,171
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.8,178
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.8500000000000001,186
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.9000000000000001,197
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.9500000000000001,213
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.975,229
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.99,248
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.01,60
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.025,70
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.05,81
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.1,93
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.15000000000000002,102
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.2,110
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.25,117
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.3,124
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.35000000000000003,130
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.4,136
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.45,142
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.5,149
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.55,155
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.6000000000000001,162
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.6500000000000001,169
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.7000000000000001,177
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.7500000000000001,186
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.8,196
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.8500000000000001,209
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.9000000000000001,225
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.9500000000000001,252
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.975,277
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.99,309
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.01,47
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.025,59
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.05,70
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.1,85
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.15000000000000002,96
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.2,105
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.25,113
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.3,121
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.35000000000000003,129
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.4,136
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.45,144
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.5,151
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.55,159
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.6000000000000001,168
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.6500000000000001,177
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.7000000000000001,187
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.7500000000000001,199
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.8,212
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.8500000000000001,228
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.9000000000000001,250
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.9500000000000001,286
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.975,321
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.99,366
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.01,38
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.025,51
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.05,63
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.1,79
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.15000000000000002,91
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.2,101
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.25,110
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.3,119
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.35000000000000003,128
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.4,136
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.45,145
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.5,154
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.55,164
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.6000000000000001,174
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.6500000000000001,185
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.7000000000000001,197
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.7500000000000001,211
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.8,227
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.8500000000000001,247
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.9000000000000001,274
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.9500000000000001,319
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.975,364
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.99,422
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.01,0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.025,0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.05,1
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.1,2
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.15000000000000002,3
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.2,3
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.25,4
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.3,4
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.35000000000000003,5
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.4,5
