reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.01,9
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.025,10
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.05,11
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.1,12
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.15000000000000002,13
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.2,14
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.25,15
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.3,16
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.35000000000000003,16
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.4,17
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.45,17
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.5,18
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.55,19
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.6000000000000001,19
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.6500000000000001,20
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.7000000000000001,21
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.7500000000000001,22
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.8,22
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.8500000000000001,24
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.9000000000000001,25
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.9500000000000001,28
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.975,30
2024-02-10,wk inc flu hosp,0,2024-02-10,11,quantile,0.99,32
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.01,5
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.025,7
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.05,8
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.1,9
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.15000000000000002,11
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.2,12
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.25,12
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.3,13
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.35000000000000003,14
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.4,15
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.45,16
2024-02-10,wk inc flu hosp,1,2024-02-17,11,quantile,0.5,16
