reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.01,105
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.025,115
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.05,123
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.1,134
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.15000000000000002,141
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.2,147
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.25,152
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.3,157
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.35000000000000003,162
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.4,166
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.45,171
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.5,175
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.55,180
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.6000000000000001,184
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.6500000000000001,189
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.7000000000000001,195
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.7500000000000001,201
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.8,207
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.8500000000000001,215
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.9000000000000001,226
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.9500000000000001,242
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.975,257
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.99,276
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.01,85
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.025,96
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.05,107
