reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.01,256
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.025,270
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.05,282
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.1,297
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.15000000000000002,307
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.2,316
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.25,323
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.3,330
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.35000000000000003,336
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.4,342
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.45,348
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.5,355
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.55,361
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.6000000000000001,367
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.6500000000000001,374
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.7000000000000001,381
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.7500000000000001,388
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.8,397
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.8500000000000001,408
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.9000000000000001,421
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.9500000000000001,442
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.975,461
2023-12-30,wk inc flu hosp,0,2023-12-30,01,quantile,0.99,484
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.01,317
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.025,340
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.05,362
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.1,388
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.15000000000000002,406
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.2,421
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.25,435
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.3,447
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.35000000000000003,459
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.4,471
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.45,482
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.5,493
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.55,505
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.6000000000000001,517
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.6500000000000001,530
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.7000000000000001,544
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.7500000000000001,559
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.8,576
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.8500000000000001,597
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.9000000000000001,625
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.9500000000000001,667
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.975,707
2023-12-30,wk inc flu hosp,1,2024-01-06,01,quantile,0.99,755
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.01,504
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.025,547
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.05,587
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.1,637
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.15000000000000002,673
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.2,703
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.25,729
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.3,754
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.35000000000000003,777
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.4,800
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.45,823
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.5,846
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.55,869
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.6000000000000001,894
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.6500000000000001,920
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.7000000000000001,948
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.7500000000000001,980
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.8,1016
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.8500000000000001,1060
2023-12-30,wk inc flu hosp,2,2024-01-13,01,quantile,0.9000000000000001,1117
