reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.01,142
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.025,151
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.05,158
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.1,167
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.15000000000000002,174
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.2,179
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.25,183
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.3,188
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.35000000000000003,191
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.4,195
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.45,199
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.5,203
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.55,206
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.6000000000000001,210
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.6500000000000001,214
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.7000000000000001,219
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.7500000000000001,224
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.8,229
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.8500000000000001,236
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.9000000000000001,244
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.9500000000000001,257
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.975,268
2023-12-23,wk inc flu hosp,0,2023-12-23,01,quantile,0.99,283
2023-12-23,wk inc flu hosp,1,2023-12-30,01,quantile,0.01,147
2023-12-23,wk inc flu hosp,1,2023-12-30,01,quantile,0.025,160
2023-12-23,wk inc flu hosp,1,2023-12-30,01,quantile,0.05,171
2023-12-23,wk inc flu hosp,1,2023-12-30,01,quantile,0.1,185
2023-12-23,wk inc flu hosp,1,2023-12-30,01,quantile,0.15000000000000002,195
2023-12-23,wk inc flu hosp,1,2023-12-30,01,quantile,0.2,203
2023-12-23,wk inc flu hosp,1,2023-12-30,01,quantile,0.25,210
