reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.01,64.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.025,69.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.05,74.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.1,79.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.15000000000000002,84.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.2,88.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.25,92.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.3,94.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.35000000000000003,97.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.4,99.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.45,102.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.5,105.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.55,106.45000000000005
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.6000000000000001,109.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.6500000000000001,113.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.7000000000000001,116.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.7500000000000001,119.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.8,123.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.8500000000000001,127.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.9000000000000001,134.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.9500000000000001,141.0
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.975,146.02499999999998
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.99,152.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.01,58.99
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.025,63.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.05,68.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.1,74.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.15000000000000002,79.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.2,82.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.25,85.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.3,88.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.35000000000000003,90.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.4,92.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.45,94.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.5,96.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.55,98.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.6000000000000001,101.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.6500000000000001,104.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.7000000000000001,107.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.7500000000000001,110.25000000000011
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.8,114.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.8500000000000001,118.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.9000000000000001,123.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.9500000000000001,128.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.975,135.0
2024-02-10,wk inc flu hosp,1,2024-02-17,01,quantile,0.99,141.01
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.01,57.99
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.025,64.975
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.05,69.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.1,73.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.15000000000000002,76.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.2,80.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.25,82.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.3,85.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.35000000000000003,87.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.4,89.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.45,91.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.5,93.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.55,95.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.6000000000000001,98.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.6500000000000001,100.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.7000000000000001,103.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.7500000000000001,106.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.8,109.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.8500000000000001,112.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.9000000000000001,116.10000000000014
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.9500000000000001,123.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.975,128.0
2024-02-10,wk inc flu hosp,2,2024-02-24,01,quantile,0.99,134.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.01,51.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.025,56.975
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.05,62.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.1,68.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.15000000000000002,73.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.2,77.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.25,79.75
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.3,82.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.35000000000000003,84.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.4,87.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.45,89.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.5,91.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.55,94.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.6000000000000001,97.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.6500000000000001,100.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.7000000000000001,103.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.7500000000000001,106.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.8,110.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.8500000000000001,115.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.9000000000000001,119.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.9500000000000001,126.0
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.975,131.02499999999998
2024-02-10,wk inc flu hosp,3,2024-03-02,01,quantile,0.99,141.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.01,6.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.025,6.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.05,7.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.1,7.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.15000000000000002,8.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.2,8.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.25,8.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.3,8.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.35000000000000003,9.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.4,9.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.45,9.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.5,9.0
