reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.01,329.99
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.025,363.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.05,383.9
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.1,410.9
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.15000000000000002,427.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.2,443.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.25,455.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.3,469.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.35000000000000003,479.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.4,489.6
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.45,501.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.5,512.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.55,526.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.6000000000000001,536.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.6500000000000001,546.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.7000000000000001,559.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.7500000000000001,573.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.8,586.2
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.8500000000000001,606.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.9000000000000001,629.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.9500000000000001,659.1499999999999
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.975,690.0
2024-01-13,wk inc flu hosp,0,2024-01-13,01,quantile,0.99,721.01
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.01,355.96
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.025,383.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.05,411.95
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.1,446.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.15000000000000002,466.85
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.2,483.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.25,503.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.3,519.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.35000000000000003,533.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.4,547.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.45,558.55
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.5,573.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.55,587.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.6000000000000001,597.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.6500000000000001,613.3500000000001
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.7000000000000001,630.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.7500000000000001,647.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.8,666.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.8500000000000001,688.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.9000000000000001,712.0
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.9500000000000001,763.1499999999999
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.975,787.2499999999998
2024-01-13,wk inc flu hosp,1,2024-01-20,01,quantile,0.99,834.01
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.01,447.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.025,475.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.05,527.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.1,563.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.15000000000000002,594.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.2,624.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.25,641.75
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.3,655.7
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.35000000000000003,671.65
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.4,686.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.45,701.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.5,717.5
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.55,736.45
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.6000000000000001,760.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.6500000000000001,779.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.7000000000000001,798.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.7500000000000001,817.2500000000001
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.8,845.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.8500000000000001,865.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.9000000000000001,898.2000000000003
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.9500000000000001,950.0
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.975,982.025
2024-01-13,wk inc flu hosp,2,2024-01-27,01,quantile,0.99,1014.1199999999999
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.01,419.94
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.025,478.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.05,516.95
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.1,570.9
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.15000000000000002,604.85
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.2,628.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.25,648.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.3,673.4
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.35000000000000003,693.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.4,717.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.45,740.55
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.5,762.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.55,778.45
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.6000000000000001,800.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.6500000000000001,821.3500000000001
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.7000000000000001,847.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.7500000000000001,868.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.8,902.4000000000001
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.8500000000000001,938.1500000000001
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.9000000000000001,979.0
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.9500000000000001,1032.05
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.975,1075.125
2024-01-13,wk inc flu hosp,3,2024-02-03,01,quantile,0.99,1144.09
2024-01-13,wk inc flu hosp,0,2024-01-13,02,quantile,0.01,4.0
2024-01-13,wk inc flu hosp,0,2024-01-13,02,quantile,0.025,4.0
2024-01-13,wk inc flu hosp,0,2024-01-13,02,quantile,0.05,5.0
2024-01-13,wk inc flu hosp,0,2024-01-13,02,quantile,0.1,5.0
