,fips,Week_end,Prediction_1w,Prediction_2w,Prediction_3w,Prediction_4w
0,1,2024-01-27,2.1372382640838623,1.9772796630859375,1.6996129751205444,1.5138757228851318
1,2,2024-01-27,0.5979426503181458,0.9269344806671143,1.211452603340149,1.0778110027313232
2,4,2024-01-27,4.244901657104492,4.942339897155762,3.522376298904419,3.3446247577667236
3,5,2024-01-27,7.882493495941162,7.464597225189209,6.649028301239014,4.796076774597168
4,6,2024-01-27,1.0544341802597046,1.0310471057891846,0.9732970595359802,0.7851866483688354
5,8,2024-01-27,1.7794756889343262,2.0609004497528076,1.7590155601501465,1.228786587715149
6,9,2024-01-27,1.4962422847747803,1.3542866706848145,1.6728088855743408,1.295973300933838
7,10,2024-01-27,0.6865036487579346,0.724433183670044,0.698458731174469,0.7308551669120789
8,12,2024-01-27,2.1951792240142822,1.6050562858581543,1.488175868988037,1.3123747110366821
9,13,2024-01-27,2.08817720413208,1.3595037460327148,1.2316690683364868,1.126160740852356
10,15,2024-01-27,0.6134594678878784,0.6851844191551208,0.6654226779937744,0.6332153677940369
11,16,2024-01-27,1.313107967376709,0.8738207817077637,0.8874897360801697,0.8631648421287537
12,17,2024-01-27,0.5193436741828918,0.5425288677215576,0.5362678170204163,0.5821632742881775
13,18,2024-01-27,1.6178643703460693,1.8966147899627686,1.6541945934295654,1.2263996601104736
14,19,2024-01-27,0.9696028232574463,0.6841982007026672,0.678743302822113,0.7838770747184753
15,20,2024-01-27,1.7373186349868774,2.145961046218872,2.1180808544158936,1.837538242340088
16,21,2024-01-27,1.9780066013336182,1.4678218364715576,1.4730021953582764,1.1114654541015625
17,22,2024-01-27,1.1612823009490967,1.33148992061615,1.244936466217041,1.058348536491394
18,23,2024-01-27,0.5057681798934937,0.577833890914917,0.5840471982955933,0.4619387090206146
19,24,2024-01-27,0.9883184432983398,0.7190649509429932,0.7572702169418335,0.6895586252212524
20,25,2024-01-27,1.4930367469787598,1.2903701066970825,1.0040212869644165,0.8140791654586792
21,26,2024-01-27,1.5199065208435059,1.471311092376709,1.1792833805084229,0.7642304301261902
22,27,2024-01-27,1.2296992540359497,1.2464933395385742,1.3242294788360596,1.23207426071167
23,28,2024-01-27,3.033005714416504,2.6693148612976074,2.0030956268310547,1.645066261291504
24,29,2024-01-27,1.5668058395385742,1.3864082098007202,1.1984740495681763,1.2778186798095703
25,30,2024-01-27,6.174784183502197,4.8313446044921875,3.8730885982513428,2.5075223445892334
26,31,2024-01-27,0.6875690221786499,0.7607958912849426,0.6968109607696533,0.6462699770927429
27,32,2024-01-27,1.036332607269287,0.9964755177497864,0.8156902194023132,0.8945565223693848
28,33,2024-01-27,0.9598559737205505,1.0499144792556763,0.8640133142471313,0.508588969707489
29,34,2024-01-27,1.5955742597579956,1.341752529144287,1.0514944791793823,0.9573879837989807
30,35,2024-01-27,2.3368265628814697,2.2476253509521484,1.9155523777008057,1.9320160150527954
31,36,2024-01-27,1.9544206857681274,1.6032732725143433,1.2663322687149048,1.2064682245254517
32,37,2024-01-27,0.8610827922821045,0.5491646528244019,0.7018479108810425,0.8046884536743164
33,38,2024-01-27,5.542543888092041,4.044005870819092,3.6901369094848633,2.7639544010162354
34,39,2024-01-27,2.835451364517212,2.1460230350494385,1.4257781505584717,1.1521068811416626
35,40,2024-01-27,2.40120530128479,2.754711151123047,3.2753708362579346,2.7992961406707764
36,41,2024-01-27,0.7319945096969604,0.9703567624092102,1.0275137424468994,0.990431547164917
37,42,2024-01-27,1.164574146270752,0.9048632979393005,0.8993793725967407,0.8150990009307861
38,44,2024-01-27,2.079906702041626,1.6281760931015015,1.3076308965682983,1.3504467010498047
39,45,2024-01-27,2.8826804161071777,3.4314510822296143,2.7852776050567627,2.471991777420044
40,46,2024-01-27,0.8180700540542603,0.8216215968132019,0.7716595530509949,0.8126698732376099
41,47,2024-01-27,1.3571758270263672,1.1693320274353027,0.7796570062637329,0.5716435313224792
42,48,2024-01-27,3.2562806606292725,2.5185956954956055,2.329633951187134,1.8902982473373413
43,49,2024-01-27,1.0068577527999878,0.7576930522918701,0.6501023173332214,0.5682345628738403
44,50,2024-01-27,1.4743237495422363,1.0925571918487549,0.7568619847297668,0.4613497257232666
45,51,2024-01-27,0.6660900115966797,0.634896993637085,0.6268750429153442,0.6480511426925659
46,53,2024-01-27,1.1323093175888062,1.0925047397613525,1.0121501684188843,0.9013909697532654
47,54,2024-01-27,5.436402320861816,4.055091857910156,3.6706888675689697,2.163616895675659
48,55,2024-01-27,1.0806386470794678,0.7852316498756409,0.6374223232269287,0.6582183241844177
49,56,2024-01-27,2.0826096534729004,1.7665259838104248,1.451383113861084,1.4227873086929321
