,fips,Week_end,Prediction_1w,Prediction_2w,Prediction_3w,Prediction_4w
0,1,2024-02-03,1.7397249937057495,1.70176100730896,1.63046395778656,1.580208659172058
1,2,2024-02-03,1.5478593111038208,1.7124723196029663,1.6560494899749756,1.5421926975250244
2,4,2024-02-03,1.8636833429336548,1.109860897064209,1.0834424495697021,-0.2830895185470581
3,5,2024-02-03,3.7823269367218018,2.8151276111602783,2.6284847259521484,2.465261936187744
4,6,2024-02-03,0.9154834151268005,0.8704171776771545,0.99461829662323,1.0352603197097778
5,8,2024-02-03,2.240229606628418,2.2066526412963867,2.5977652072906494,2.689229726791382
6,9,2024-02-03,1.888775110244751,2.150418519973755,1.8672372102737427,1.8639702796936035
7,10,2024-02-03,1.5996160507202148,1.7488932609558105,1.8072254657745361,1.5560919046401978
8,12,2024-02-03,1.846246361732483,1.860406517982483,2.2937657833099365,2.652369737625122
9,13,2024-02-03,1.6828479766845703,1.7513062953948975,1.36841881275177,0.1685212105512619
10,15,2024-02-03,0.4329955279827118,0.5803858041763306,0.8445957899093628,0.7918067574501038
11,16,2024-02-03,2.460175037384033,2.2756075859069824,2.4149694442749023,2.622065544128418
12,17,2024-02-03,1.0338993072509766,0.864702045917511,0.8573070168495178,0.5646673440933228
13,18,2024-02-03,2.729844331741333,2.5088510513305664,3.030764102935791,2.487732410430908
14,19,2024-02-03,1.3984885215759277,1.2955281734466553,1.3175413608551025,1.2696881294250488
15,20,2024-02-03,2.357900857925415,1.9436290264129639,1.9069708585739136,2.3682026863098145
16,21,2024-02-03,4.932033538818359,4.806581020355225,4.609790802001953,5.0908989906311035
17,22,2024-02-03,1.058218002319336,1.1380882263183594,1.0281860828399658,0.8392919301986694
18,23,2024-02-03,1.9506516456604004,2.1487905979156494,2.00101375579834,1.8252779245376587
19,24,2024-02-03,2.201900005340576,1.8373534679412842,1.7625466585159302,1.4700796604156494
20,25,2024-02-03,2.4968128204345703,2.598855495452881,1.8251334428787231,1.6755722761154175
21,26,2024-02-03,2.5133934020996094,2.3049380779266357,2.4748950004577637,1.6950408220291138
22,27,2024-02-03,3.2912533283233643,3.1402151584625244,3.3154237270355225,3.6359498500823975
23,28,2024-02-03,2.5424325466156006,2.850628137588501,2.887991428375244,1.8114676475524902
24,29,2024-02-03,2.6256415843963623,2.6638901233673096,3.188157320022583,3.510148763656616
25,30,2024-02-03,5.245918273925781,4.9839277267456055,5.074619293212891,5.585184097290039
26,31,2024-02-03,2.3167481422424316,2.1112875938415527,2.6954469680786133,2.446284532546997
27,32,2024-02-03,1.2111082077026367,1.4012614488601685,1.3102132081985474,1.3854107856750488
28,33,2024-02-03,1.0531107187271118,1.0354132652282715,0.9152839183807373,0.8483648896217346
29,34,2024-02-03,1.7800363302230835,1.512898564338684,1.7688864469528198,0.8400416970252991
30,35,2024-02-03,2.009432554244995,1.5987591743469238,1.149147629737854,1.213318943977356
31,36,2024-02-03,1.6693141460418701,1.933068871498108,2.149852991104126,2.120096206665039
32,37,2024-02-03,1.5859144926071167,1.2551236152648926,1.1910556554794312,0.3441953957080841
33,38,2024-02-03,6.107749938964844,5.038357257843018,4.265016078948975,3.376227855682373
34,39,2024-02-03,4.033565044403076,3.66902232170105,3.8146729469299316,3.143681764602661
35,40,2024-02-03,9.000443458557129,8.999045372009277,8.246708869934082,10.853821754455566
36,41,2024-02-03,1.0355652570724487,1.0636067390441895,1.0316226482391357,1.1188822984695435
37,42,2024-02-03,1.1067326068878174,1.4293513298034668,1.358728289604187,0.987023115158081
38,44,2024-02-03,1.0699411630630493,1.1277594566345215,1.0933589935302734,0.8352097272872925
39,45,2024-02-03,3.4609436988830566,3.1289122104644775,3.3756167888641357,2.2066078186035156
40,46,2024-02-03,1.049446702003479,1.021747350692749,0.9487494826316833,1.0762468576431274
41,47,2024-02-03,2.5947489738464355,1.9378447532653809,1.4843926429748535,0.8466105461120605
42,48,2024-02-03,6.144516468048096,5.514429092407227,4.184084892272949,4.741369724273682
43,49,2024-02-03,0.4525707960128784,0.4571431875228882,0.4220353960990906,0.43863382935523987
44,50,2024-02-03,1.3876323699951172,1.1840460300445557,1.2943120002746582,0.7678332924842834
45,51,2024-02-03,2.0275988578796387,2.050774097442627,1.7935160398483276,1.5678032636642456
46,53,2024-02-03,1.0756880044937134,1.3648580312728882,1.426398754119873,1.4763964414596558
47,54,2024-02-03,3.8082547187805176,3.5046980381011963,2.562805414199829,1.6702429056167603
48,55,2024-02-03,1.6192946434020996,1.7555935382843018,1.3737021684646606,1.4465420246124268
49,56,2024-02-03,4.834056377410889,4.81118106842041,3.934142827987671,4.119392395019531
