reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.01,24.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.025,28.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.05,31.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.1,35.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.15000000000000002,39.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.2,43.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.25,46.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.3,49.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.35000000000000003,52.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.4,54.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.45,56.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.5,58.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.55,61.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.6000000000000001,63.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.6500000000000001,66.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.7000000000000001,70.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.7500000000000001,73.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.8,76.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.8500000000000001,81.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.9000000000000001,88.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.9500000000000001,96.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.975,104.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.99,112.00999999999999
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.01,28.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.025,31.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.05,34.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.1,37.900000000000006
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.15000000000000002,40.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.2,43.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.25,45.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.3,47.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.35000000000000003,49.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.4,51.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.45,53.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.5,55.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.55,56.450000000000045
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.6000000000000001,59.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.6500000000000001,61.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.7000000000000001,64.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.7500000000000001,66.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.8,69.0
2024-02-03,wk inc flu hosp,1,2024-02-10,01,quantile,0.8500000000000001,73.0
