reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.01,70.7
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.025,78.10000000000001
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.05,84.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.1,92.3
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.15,98.19999999999999
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.2,103.4
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.25,107.6
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.3,111.80000000000001
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.35,115.93
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.4,119.4
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.45,123.5
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.5,126.89999999999999
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.55,130.99
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.6000000000000001,134.7
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.6500000000000001,138.9
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.7000000000000001,143.76
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.7500000000000001,149.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.8,153.94
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.8500000000000001,161.0
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.9000000000000001,170.8
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.95,184.4
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.975,196.505
2024-02-03,wk inc flu hosp,0,2024-02-03,01,quantile,0.99,210.60500000000002
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.01,1.8000000000000003
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.025,2.5
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.05,3.2
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.1,4.0
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.15,4.5
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.2,5.0
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.25,5.5
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.3,5.5
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.35,6.0
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.4,6.2
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.45,6.800000000000001
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.5,7.0
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.55,7.5
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.6000000000000001,8.0
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.6500000000000001,8.3
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.7000000000000001,8.8
2024-02-03,wk inc flu hosp,0,2024-02-03,02,quantile,0.7500000000000001,9.5
