reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.01,53.7
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.025,59.6925
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.05,65.295
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.1,70.8
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.15,75.60000000000001
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.2,79.8
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.25,83.5
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.3,86.4
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.35,89.60000000000001
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.4,92.60000000000001
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.45,95.4
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.5,98.60000000000001
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.55,100.98000000000002
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.6000000000000001,104.1
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.6500000000000001,107.8
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.7000000000000001,111.10000000000001
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.7500000000000001,114.9
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.8,119.30000000000001
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.8500000000000001,124.2
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.9000000000000001,131.71
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.95,141.9
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.975,149.9175
2024-02-10,wk inc flu hosp,0,2024-02-10,01,quantile,0.99,160.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.01,3.8000000000000003
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.025,4.1000000000000005
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.05,4.7
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.1,5.2
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.15,5.8
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.2,6.2
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.25,6.4
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.3,6.4
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.35,7.3
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.4,7.3
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.45,7.5
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.5,7.8
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.55,8.0
2024-02-10,wk inc flu hosp,0,2024-02-10,02,quantile,0.6000000000000001,8.2
